index,language,source,question,option_A,option_B,option_C,option_D,option_E,correct_option,question_EN,option_A_EN,option_B_EN,option_C_EN,option_D_EN,option_E_EN,,,,,,,,,,,,,,
175,KR-KR,KorMedMCQA,"15세 남자가 농구 경기 후에 오른쪽 무릎이 부어서 병원에 왔다. 6세 이후부터 간 질환을 진단받고 치료하였으나, 2년 동안 치료와 검사를 받지 못했다고 한다. 오른쪽 무릎 관절액 검사에서 혈성 관절액이 나왔다. 혈액검사 결과는 다음과 같다. 치료는?혈색소 11.5 g/dL, 백혈구 8,000/mm^3, 혈소판 105,000/mm^3 프로트롬빈시간 20초 (참고치, 10～12) 활성부분트롬보플라스틴시간 40초 (참고치, 26～37) 출혈시간 2분 아스파르테이트아미노전달효소/알라닌아미노전달효소 75/90 U/L 총빌리루빈 2.2 mg/dL, 총단백질 4.5 g/dL, 알부민 2.7 g/dL,세룰로플라스민 5 mg/dL (참고치, 20～46)",비타민K,면역글로불린,응고인자 VIII,프레드니솔론,혈소판농축물 수혈,1,"A 15-year-old male came to the hospital with swelling in his right knee after a basketball game. He has been diagnosed and treated for liver disease since the age of 6, but has not received treatment or examinations for the past 2 years. Examination of the right knee joint fluid revealed bloody effusion. The blood test results are as follows. What is the treatment? Hemoglobin 11.5 g/dL, White blood cells 8,000/mm^3, Platelets 105,000/mm^3, Prothrombin time 20 seconds (reference range, 10-12), Activated partial thromboplastin time 40 seconds (reference range, 26-37), Bleeding time 2 minutes, Aspartate aminotransferase/Alanine aminotransferase 75/90 U/L, Total bilirubin 2.2 mg/dL, Total protein 4.5 g/dL, Albumin 2.7 g/dL, Ceruloplasmin 5 mg/dL (reference range, 20-46)",Vitamin K,Immunoglobulin,Coagulation factor VIII,Prednisolone,Platelet concentrate transfusion,,,,,,,,,,,,,,
176,KR-KR,KorMedMCQA,"27세 남자가 1개월 후 인도로 4주 동안 여행을 떠나기 전에 예방접종을 받기 위해 병원에 왔다. 소아 기본예방접종을 모두 받았고 1주 전에 파상풍-디프테리아-백일해(Tdap), A형 간염 백신을 맞았다고 한다. 필요한 백신은?",황열,장티푸스,수막알균,폐렴사슬알균,b형 인플루엔자균,2,A 27-year-old man came to the hospital to receive vaccinations before traveling to India for 4 weeks in one month. He has received all the basic childhood vaccinations and got the Tetanus-Diphtheria-Pertussis (Tdap) and Hepatitis A vaccines one week ago. What additional vaccines are needed?,Yellow fever,Typhoid,Meningococcal,Pneumococcal,Haemophilus influenzae type b,,,,,,,,,,,,,,
177,KR-KR,KorMedMCQA,"72세 남자가 1일 전부터 열이 나서 응급실에 왔다. 2년 전에 뇌경색을 앓은 후 반마비 상태로 요양원에서 지내고 있다고 한다. 배뇨 곤란으로 폴리도뇨관을 장기간 끼고 있었다고 한다. 혈압 80/50 mmHg, 맥박 110회/분, 호흡 24회/분, 체온 38.9℃이다. 의식은 혼미하다. 가슴 청진에서 호흡음은 정상이다. 검사 결과는 다음과 같다. 치료는?혈액: 혈색소 11.0g/dL, 백혈구 20,500/mm^3, 혈소판 110,000/mm^3 아스파르테이트아미노전달효소 55 U/L 알라닌아미노전달효소 60 U/L 혈액요소질소/크레아티닌 45/1.7 mg/dL, 소변: 단백질 (1+), 아질산염 (+), 적혈구 5～10/고배율시야 백혈구 다수/고배율시야",세파졸린(cefazolin),반코마이신(vancomycin),포스포마이신(fosfomycin),피페라실린- 타조박탐(piperacillin- tazobactam),트라이메토프림- 술파메톡사졸(trimethoprim- sulfamethoxazole),4,"A 72-year-old man came to the emergency room with a fever that started 1 day ago. He has been living in a nursing home in a hemiplegic state after suffering a cerebral infarction 2 years ago. He has had a long-term indwelling Foley catheter due to difficulty urinating. His blood pressure is 80/50 mmHg, pulse is 110 beats/min, respiration is 24 breaths/min, and temperature is 38.9°C. He is in a stuporous state. Chest auscultation reveals normal breath sounds. The test results are as follows. What is the treatment? Blood: Hemoglobin 11.0 g/dL, White blood cells 20,500/mm^3, Platelets 110,000/mm^3, Aspartate aminotransferase 55 U/L, Alanine aminotransferase 60 U/L, Blood urea nitrogen/Creatinine 45/1.7 mg/dL, Urine: Protein (1+), Nitrite (+), Red blood cells 5-10/high power field, Numerous white blood cells/high power field.",Cefazolin,Vancomycin,Fosfomycin,Piperacillin-tazobactam,Trimethoprim-sulfamethoxazole,,,,,,,,,,,,,,
178,KR-KR,KorMedMCQA,"39세 남자가 30분 전에 전신경련이 발생하여 응급실에 왔다. 3일 전부터 발열, 두통과 구토가 있었다고 한다. 의식은 혼미 상태이고 목경축이 있다. 뇌 전산화단층촬영에서 종양은 관찰되지 않았다. 뇌척수액검사 결과는 다음과 같다. 치료는?압력 310 mmH2O백혈구 1,850/mm^3 (다형핵백혈구 84%, 림프구 16%) 단백질 250 mg/dL, 포도당 10 mg/dL, (혈당 105 mg/dL, )",아시클로버,암포테리신B,이소니아지드와 리팜핀,세프트리악손과 반코마이신,메토트렉세이트 수막공간 내 투여,4,"A 39-year-old man came to the emergency room 30 minutes after experiencing a generalized seizure. He has had fever, headache, and vomiting for the past 3 days. He is in a stuporous state and has neck stiffness. A brain CT scan did not show any tumors. The cerebrospinal fluid (CSF) examination results are as follows: Pressure 310 mmH2O, White blood cells 1,850/mm^3 (polymorphonuclear leukocytes 84%, lymphocytes 16%), Protein 250 mg/dL, Glucose 10 mg/dL (blood glucose 105 mg/dL). What is the treatment?",Acyclovir,Amphotericin B,Isoniazid and rifampin,Ceftriaxone and vancomycin,Intrathecal administration of methotrexate,,,,,,,,,,,,,,
179,KR-KR,KorMedMCQA,"71세 남자가 걷기가 불편하다고 병원에 왔다. 5년 전부터 왼쪽부터 행동이 느려졌으며, 서서히 진행하여 지금은 몸 전체가 느려져 걷기가 불편하다고 한다. 얼굴 표정이 굳어져 있고, 움직임이 느리며, 종종걸음을 하며 넘어지려고 한다. 가만히 있을 때 손떨림이 있다. 치료는?",도네페질,레보도파,덱사메타손,벤즈트로핀,페니실라민,2,"A 71-year-old man came to the hospital because he has difficulty walking. He has experienced slowness in movement starting on the left side for the past 5 years, which has gradually progressed to the point where his whole body is slow, making walking difficult. His facial expression is stiff, his movements are slow, he takes short, shuffling steps and is prone to falling. He has hand tremors when at rest. What is the treatment?",Donepezil,Levodopa,Dexamethasone,Benztropine,Penicillamine,,,,,,,,,,,,,,
180,KR-KR,KorMedMCQA,"32세 남자가 전봇대에서 고압전기 작업 중 감전되어 병원에 왔다. 혈압 120/76 mmHg, 맥박 92회/분, 호흡 16회/분, 체온 36.5℃이다. 의식은 뚜렷하고 머리에 외상은 없다. 오른쪽 손바닥에 깊은 상처가 있고, 왼쪽 다리는 아주 검게 그을려 있으면서 단단하고 왼쪽 발등동맥의 맥박이 만져지지 않는다. 치료는?",근막절개술,혈전제거술,고압산소치료,동맥우회수술,우로키나아제,1,"A 32-year-old man was electrocuted while working on a high-voltage power line and came to the hospital. His blood pressure is 120/76 mmHg, pulse is 92 beats per minute, respiration is 16 breaths per minute, and temperature is 36.5°C. He is conscious and has no head trauma. There is a deep wound on the right palm, and the left leg is very blackened and hard, with no palpable pulse in the left dorsalis pedis artery. What is the treatment?",Fasciotomy,Thrombectomy,Hyperbaric oxygen therapy,Arterial bypass surgery,Urokinase,,,,,,,,,,,,,,
181,EN-ET,national_official_exam_unofficial_source,A 22 year old patient presented with red macules and papules on the trunk and extremities symmetrically of 5 days duration. She was taking non-specific oral medication for an infection. What is the drug responsible for such reaction?,Azithromycin,Ciprofloxacin,Tetracycline,Co-trimoxazole,None,,,,,,,,,,,,,,,,,,,,,
182,EN-ET,national_official_exam_unofficial_source,"A 59 year old male patient presented with a skin lesion of 1 year duration. He also has weight loss and anorexia. On examination, he has a darkly pigmented plaque with central fungating ulcer on the left plantar area. He also has bilateral palpable inguinal lymph nodes. Skin biopsy showed oval to round cells that shows atypia and have darkly pigmented cytoplasm. What is the most likely diagnosis?",Pigmented basal cell carcinoma,Acral lentiginous melanoma,Squamous cell carcinoma,Merkel cell carcinoma,None,,,,,,,,,,,,,,,,,,,,,
183,EN-ET,national_official_exam_unofficial_source,"A 34 year old a known asthmatic patient on regular follow up presented with a newly erupting skin lesions over the arms and the legs of two weeks duration. On evaluation at the dermatology clinic, erythematous and edematous plaques topped with vesicles and erosions was observed over antecubital and popliteal fossae bilaterally. What is the most likely diagnosis?",Allergic contact dermatitis,Irritant contact dermatitis,Atopic dermatitis,Steven Johnson syndrome,None,,,,,,,,,,,,,,,,,,,,,
184,EN-ET,national_official_exam_unofficial_source,"A 28 year old patient presented with an abrupt generalized skin rash of 5 days duration, along with fever, myalgia and arthralgia. He is known RVI patient on HAART. On examination, he is acutely sick, Temp= 38.8 degrees Celsius. There are multiple vesicles, erosions and crusts over his face and trunk. Tzanck smear from the vesicles revealed the presence of multinucleated giant cells. What is the most likely etiology for the lesions?",Measles,Varicella,Syphilis,Tuberculosis,None,,,,,,,,,,,,,,,,,,,,,
185,EN-ET,national_official_exam_unofficial_source,"A 25 year old known HIV-AIDS patient was referred to the dermatologic clinic for evaluation of mildly itchy skin lesions of 2 weeks duration. On examination, there are multiple annular plaques with central clearing and peripheral erythematous papules and tiny pustules. What is the most appropriate diagnostic test?",Skin biopsy,VDRL,Microscopy with 5 percent KOH,Microscopy with modified Zheil Nelson staining,None,,,,,,,,,,,,,,,,,,,,,
186,EN-ET,national_official_exam_unofficial_source,"A 27 year old female patient with hypothyroidism came with a compliant of asymptomatic whitening of the finger tips. On examination, there are depigmented macules and patches over the finger tips and lower lip. What is the most likely cause of the depigmentation?",Decrease in size of melanosomes,Decrease in functions of melanocytes,Absence of melanosomes,Absence of melanocytes,None,,,,,,,,,,,,,,,,,,,,,
187,EN-ET,national_official_exam_unofficial_source,"A 24 year old male patient presented with a painless genital ulcer of 1 week duration. He has history of unprotected sex a month back with. He has a non-tender, indurated ulcer with a clean base over the shaft of the penis and a contralateral inguinal lymphadenopathy with a rubbery consistency. VDRL serology is non- reactive. What is the next appropriate investigation?",FNA from the lymph node,Rapid plasma reagin test,Urine microscopy,Treponemal hemagglutination assay,None,,,,,,,,,,,,,,,,,,,,,
188,EN-ET,national_official_exam_unofficial_source,"A 6 year old female child presented to ER with worsening of shortness of breath of 3 weeks duration. On examination, she has stridor, BP=100/70 mmHg, PR=119bpm, RR=32bpm and oxygen saturation at room air=86%. On fiberoptic examination, there was globular, smooth, vallecular mass pushing the epiglottis posteriorly and obscuring laryngeal inlet. Oro-tracheal intubation was tried but failed. What is the best next step for securing airway in this patient?",Submental intubation,Needle cricothyrotomy,Open cricothyrotomy,Tracheostomy,None,,,,,,,,,,,,,,,,,,,,,
189,EN-ET,national_official_exam_unofficial_source,"A 40 year old female patient presented with swelling behind right ear of 3 years duration. Over the past 6 months the swelling is growing fast. On examination, there is firm, mobile 6X5cm anterior pre-auricular mass. What is the best next step in the management of this patient?",FNA cytology,Neck Ultrasound,Neck CT with contrast,Excisional biopsy,None,,,,,,,,,,,,,,,,,,,,,
190,EN-ET,national_official_exam_unofficial_source,"A 6 year old child presented with ear pain of a day duration. The pain initially was throbbing and waking him from sleep and later became dull aching associated with high grade intermittent fever. He is fully vaccinated. On otoscopic examination, there is bulged, vascular injected tympanic membrane with air fluid level. What is the most likely etiologic agent?",Parainfluenza virus,Hemophilus influenza type B,Streptococcus pneumonia,Staphylococcus aureus,None,,,,,,,,,,,,,,,,,,,,,
191,EN-ET,national_official_exam_unofficial_source,A 16 year old female patient presented with scanty left side foul smelling ear discharge since childhood which was initially white and odorless. Otoscope examination shows subtotal tympanic perforation with whitish flaks in middle ear; rhine-negative and weber lateralization on the right ear. What is the most likely diagnosis?,Cholesteatoma,Chronic mastoiditis,Chronic supportive otitis media,Tympanosclerosis,None,,,,,,,,,,,,,,,,,,,,,
192,EN-ET,national_official_exam_unofficial_source,A 40 year old male patient presented with vertigo of 3 days duration which often follows body position change and stays for about 30sec with no associated hearing loss or tinnitus. What is the most likely diagnosis in this patient?,Benign paroxysmal positional vertigo,Acute Serious labyrinthitis,Meniere disease,Acute Viral vestibulitis,None,,,,,,,,,,,,,,,,,,,,,
